"REGCO","Regency Centers Corporation 5.875% Series B Cumulative Redeemable Preferred Stock","United States","","1881","Real Estate","Real Estate Investment Trusts"
"REGCP","Regency Centers Corporation 6.25% Series A Cumulative Redeemable Preferred Stock","United States","","5989","Real Estate","Real Estate Investment Trusts"
"REGN","Regeneron Pharmaceuticals Inc. Common Stock","United States","1991","951912","Health Care","Biotechnology: Pharmaceutical Preparations"
"REKR","Rekor Systems Inc. Common Stock","United States","","4317401","Telecommunications","Telecommunications Equipment"
"RELI","Reliance Global Group Inc. Common Stock","United States","","34082","Finance","Specialty Insurers"
"RELL","Richardson Electronics Ltd. Common Stock","United States","1983","40526","Technology","Electronic Components"
"RELY","Remitly Global Inc. Common Stock","United States","2021","3418695","Consumer Discretionary","Business Services"
"RENB","Renovaro Inc. Common Stock","United States","","1912699","Health Care","Biotechnology: Pharmaceutical Preparations"
"RENT","Rent the Runway Inc. Class A Common Stock","United States","2021","45360","Consumer Discretionary","Other Specialty Stores"
"REPL","Replimune Group Inc. Common Stock","United States","2018","680239","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"REVB","Revelation Biosciences Inc. Common Stock","United States","2020","315542","Health Care","Biotechnology: Pharmaceutical Preparations"
"REVBW","Revelation Biosciences Inc. Warrant","United States","2020","259050","Health Care","Biotechnology: Pharmaceutical Preparations"
"REYN","Reynolds Consumer Products Inc. Common Stock","United States","2020","1614728","Consumer Discretionary","Containers/Packaging"
"RFIL","RF Industries Ltd. Common Stock","United States","","12586","Technology","Electrical Products"
"RGCO","RGC Resources Inc. Common Stock","United States","","19132","Utilities","Oil & Gas Production"
"RGEN","Repligen Corporation Common Stock","United States","1986","507147","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"RGLD","Royal Gold Inc. Common Stock","United States","","1697545","Industrials","Precious Metals"
"RGLS","Regulus Therapeutics Inc. Common Stock","United States","2012","970988","Health Care","Biotechnology: Pharmaceutical Preparations"
"RGNX","REGENXBIO Inc. Common Stock","United States","2015","797980","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"RGP","Resources Connection Inc. Common Stock","United States","","239113","Consumer Discretionary","Business Services"
"RGS","Regis Corporation Common Stock","United States","1991","4707","Consumer Discretionary","Other Consumer Services"
"RGTI","Rigetti Computing Inc. Common Stock","United States","","45368097","Technology","EDP Services"
"RGTIW","Rigetti Computing Inc. Warrants","United States","","464835","Technology","EDP Services"
"RHLD","Resolute Holdings Management Common Stock ","United States","","42307","Finance","Finance: Consumer Services"
"RICK","RCI Hospitality Holdings Inc. Common Stock","United States","1995","26860","Consumer Discretionary","Restaurants"
"RIGL","Rigel Pharmaceuticals Inc. Common Stock","United States","2000","144831","Health Care","Biotechnology: Pharmaceutical Preparations"
"RILY","B. Riley Financial Inc. Common Stock","United States","","563856","Finance","Investment Managers"
"RILYG","B. Riley Financial Inc. 5.00% Senior Notes due 2026","United States","","15303","Finance","Investment Managers"
"RILYK","B. Riley Financial Inc. 5.50% Senior Notes Due 2026","United States","","6538","Finance","Investment Managers"
"RILYL","B. Riley Financial Inc. Depositary Shares each representing 1/1000th in a share of 7.375% Series B Cumulative Perpetual Preferred Stock par value $0.0001","United States","","2627","Finance","Investment Managers"
"RILYN","B. Riley Financial Inc. 6.50% Senior Notes Due 2026","United States","","11549","Finance","Investment Managers"
"RILYP","B. Riley Financial Inc. Depositary Shares each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock","United States","","1315","Finance","Investment Managers"
"RILYT","B. Riley Financial Inc. 6.00% Senior Notes Due 2028","United States","","10828","Finance","Investment Managers"
"RILYZ","B. Riley Financial Inc. 5.25% Senior Notes due 2028","United States","","7692","Finance","Investment Managers"
"RIME","Algorhythm Holdings Inc. Common Stock","United States","","89379","Consumer Staples","Diversified Electronic Products"
"RIOT","Riot Platforms Inc. Common Stock ","United States","","39189180","Finance","Finance: Consumer Services"
"RIVN","Rivian Automotive Inc. Class A Common Stock","United States","2021","26990363","Consumer Discretionary","Auto Manufacturing"
"RKDA","Arcadia Biosciences Inc. Common Stock","United States","2015","7528","Consumer Staples","Farming/Seeds/Milling"
"RKLB","Rocket Lab Corporation Common Stock","United States","2020","15593935","Industrials","Military/Government/Technical"
"RLAY","Relay Therapeutics Inc. Common Stock","United States","2020","2016122","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"RLMD","Relmada Therapeutics Inc. Common Stock","United States","","200725","Health Care","Biotechnology: Pharmaceutical Preparations"
"RLYB","Rallybio Corporation Common Stock","United States","2021","166305","Health Care","Biotechnology: Pharmaceutical Preparations"
"RMBI","Richmond Mutual Bancorporation Inc. Common Stock","United States","2019","37330","Finance","Major Banks"
"RMBL","RumbleOn Inc. Class B Common Stock","United States","","119618","Technology","EDP Services"
"RMBS","Rambus Inc. Common Stock","United States","1997","893162","Technology","Semiconductors"
"RMCF","Rocky Mountain Chocolate Factory Inc. Common Stock","United States","","8557","Consumer Staples","Specialty Foods"
"RMCO","Royalty Management Holding Corporation Class A Common Stock","United States","2023","17820","Miscellaneous","Multi-Sector Companies"
"RMCOW","Royalty Management Holding Corporation Warrant","United States","2023","94809","Miscellaneous","Multi-Sector Companies"
"RMNI","Rimini Street Inc. (DE) Common Stock","United States","2015","137869","Consumer Discretionary","Business Services"
"RMR","The RMR Group Inc. Class A Common Stock","United States","","95621","Consumer Discretionary","Professional Services"
