"UEIC","Universal Electronics Inc. Common Stock","United States","1993","24876","Consumer Staples","Consumer Electronics/Appliances"
"UFCS","United Fire Group Inc. Common Stock","United States","","74079","Finance","Property-Casualty Insurers"
"UFPI","UFP Industries Inc. Common Stock","United States","1993","429481","Basic Materials","Forest Products"
"UFPT","UFP Technologies Inc. Common Stock","United States","1993","179186","Health Care","Medical/Dental Instruments"
"UG","United-Guardian Inc. Common Stock","United States","","3840","Consumer Discretionary","Package Goods/Cosmetics"
"UGRO","urban-gro Inc. Common Stock","United States","","196894","Consumer Discretionary","Industrial Specialties"
"UHG","United Homes Group Inc Class A Common Stock","United States","2021","107945","Consumer Discretionary","Homebuilding"
"UHGWW","United Homes Group Inc. Warrant","United States","2021","191990","Consumer Discretionary","Homebuilding"
"UK","Ucommune International Ltd Ordinary Shares","United States","2019","10933","Consumer Discretionary","Business Services"
"UKOMW","Ucommune International Ltd Warrant expiring 11/17/2025","United States","2019","7002","Consumer Discretionary","Business Services"
"ULBI","Ultralife Corporation Common Stock","United States","1992","123445","Miscellaneous","Industrial Machinery/Components"
"ULCC","Frontier Group Holdings Inc. Common Stock","United States","2021","10582563","Consumer Discretionary","Air Freight/Delivery Services"
"ULH","Universal Logistics Holdings Inc. Common Stock","United States","2005","22100","Industrials","Trucking Freight/Courier Services"
"ULTA","Ulta Beauty Inc. Common Stock","United States","2007","673799","Consumer Discretionary","Other Specialty Stores"
"ULY","Urgent.ly Inc. Common Stock","United States","","12211","Technology","EDP Services"
"UMBF","UMB Financial Corporation Common Stock","United States","","410876","Finance","Major Banks"
"UMBFO","UMB Financial Corporation Depositary Shares Each Representing a 1/400th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series B","United States","","313667","Finance","Major Banks"
"UMBFP","UMB Financial Corporation Depositary Shares each representing a 1/400th of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock","United States","","28099","",""
"UNB","Union Bankshares Inc. Common Stock","United States","","6093","Finance","Major Banks"
"UNCY","Unicycive Therapeutics Inc. Common Stock","United States","2021","4351370","Health Care","Biotechnology: Pharmaceutical Preparations"
"UNIT","Uniti Group Inc. Common Stock","United States","","1897089","Real Estate","Real Estate Investment Trusts"
"UNTY","Unity Bancorp Inc. Common Stock","United States","","72036","Finance","Major Banks"
"UONE","Urban One Inc. Class A Common Stock","United States","","40863","Consumer Discretionary","Broadcasting"
"UONEK","Urban One Inc. Class D Common Stock","United States","","7853","Consumer Discretionary","Broadcasting"
"UPB","Upstream Bio Inc. Common Stock","United States","2024","221943","Health Care","Biotechnology: Pharmaceutical Preparations"
"UPBD","Upbound Group Inc. Common Stock","United States","","620180","Consumer Discretionary","Diversified Commercial Services"
"UPLD","Upland Software Inc. Common Stock","United States","2014","141531","Technology","Computer Software: Prepackaged Software"
"UPST","Upstart Holdings Inc. Common stock","United States","2020","5622841","Finance","Finance: Consumer Services"
"UPWK","Upwork Inc. Common Stock","United States","2018","2029130","Technology","EDP Services"
"UPXI","Upexi Inc. Common Stock","United States","2021","536645","Health Care"," Medicinal Chemicals and Botanical Products "
"URBN","Urban Outfitters Inc. Common Stock","United States","1993","1948788","Consumer Discretionary","Clothing/Shoe/Accessory Stores"
"USAR","USA Rare Earth Inc. Class A Common Stock","United States","2023","3558004","Basic Materials","Metal Mining"
"USARW","USA Rare Earth Inc. Warrant","United States","2023","433204","Basic Materials","Metal Mining"
"USAU","U.S. Gold Corp. Common Stock","United States","","359042","Basic Materials","Metal Mining"
"USCB","USCB Financial Holdings Inc. Class A Common Stock","United States","2021","31153","Finance","Major Banks"
"USEG","U.S. Energy Corp. Common Stock (DE)","United States","","106880889","Energy","Oil & Gas Production"
"USGO","U.S. GoldMining Inc. Common stock","United States","2023","61357","Basic Materials","Precious Metals"
"USGOW","U.S. GoldMining Inc. Warrant","United States","2023","5935","Basic Materials","Precious Metals"
"USIO","Usio Inc. Common Stock","United States","","45378","Finance","Investment Bankers/Brokers/Service"
"USLM","United States Lime & Minerals Inc. Common Stock","United States","","133526","Industrials","Mining & Quarrying of Nonmetallic Minerals (No Fuels)"
"UTHR","United Therapeutics Corporation Common Stock","United States","1999","564437","Health Care","Biotechnology: Pharmaceutical Preparations"
"UTMD","Utah Medical Products Inc. Common Stock","United States","","73638","Health Care","Medical/Dental Instruments"
"UVSP","Univest Financial Corporation Common Stock","United States","","89248","Finance","Major Banks"
"UYSC","UY Scuti Acquisition Corp. Ordinary Shares","United States","2025","10253","Finance","Blank Checks"
"UYSCU","UY Scuti Acquisition Corp. Units","United States","2025","300","",""
"VABK","Virginia National Bankshares Corporation Common Stock","United States","","4518","Finance","Major Banks"
"VACH","Voyager Acquisition Corp Class A Ordinary Shares","United States","2024","408667","",""
"VACHU","Voyager Acquisition Corp Unit","United States","2024","9","Finance","Blank Checks"
"VACHW","Voyager Acquisition Corp Warrants","United States","2024","10168","Finance","Blank Checks"
"VALU","Value Line Inc. Common Stock","United States","1983","710","Finance","Investment Managers"
