"BGFV","Big 5 Sporting Goods Corporation Common Stock","United States","2002","96748","Consumer Discretionary","Other Specialty Stores"
"BHF","Brighthouse Financial Inc. Common Stock","United States","","437259","Finance","Life Insurance"
"BHFAL","Brighthouse Financial Inc. 6.25% Junior Subordinated Debentures due 2058","United States","","16903","Finance","Life Insurance"
"BHFAM","Brighthouse Financial Inc. Depositary shares each representing a 1/1000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock Series D","United States","","5489","Finance","Life Insurance"
"BHFAN","Brighthouse Financial Inc. Depositary shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series C","United States","","22332","Finance","Life Insurance"
"BHFAO","Brighthouse Financial Inc. Depositary Shares 6.75% Non-Cumulative Preferred Stock Series B","United States","","24321","Finance","Life Insurance"
"BHFAP","Brighthouse Financial Inc. Depositary Shares 6.6% Non-Cumulative Preferred Stock Series A","United States","","24514","Finance","Life Insurance"
"BHRB","Burke & Herbert Financial Services Corp. Common Stock","United States","","74203","Finance","Major Banks"
"BIAF","bioAffinity Technologies Inc. Common Stock","United States","2022","847077","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"BIGC","BigCommerce Holdings Inc. Series 1 Common Stock","United States","2020","1137807","Technology","Computer Software: Prepackaged Software"
"BIIB","Biogen Inc. Common Stock","United States","","1207509","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"BIOA","BioAge Labs Inc. Common Stock","United States","2024","261344","Health Care","Biotechnology: Pharmaceutical Preparations"
"BIRD","Allbirds Inc. Class A Common Stock","United States","2021","126620","Consumer Discretionary","Apparel"
"BIVI","BioVie Inc. Class A Common Stock","United States","","150032","Health Care","Biotechnology: Pharmaceutical Preparations"
"BJDX","Bluejay Diagnostics Inc. Common Stock","United States","2021","109768","Health Care","Medical/Dental Instruments"
"BJRI","BJ's Restaurants Inc. Common Stock","United States","","301486","Consumer Discretionary","Restaurants"
"BKNG","Booking Holdings Inc. Common Stock","United States","","262027","Consumer Discretionary","Transportation Services"
"BKR","Baker Hughes Company Class A Common Stock","United States","","8570265","Industrials","Metal Fabrications"
"BKYI","BIO-key International Inc. Common Stock","United States","","323071","Technology","Computer Software: Prepackaged Software"
"BL","BlackLine Inc. Common Stock","United States","2016","810813","Technology","Computer Software: Prepackaged Software"
"BLBD","Blue Bird Corporation Common Stock","United States","2014","318039","Consumer Discretionary","Construction/Ag Equipment/Trucks"
"BLBX","Blackboxstocks Inc. Common Stock","United States","","32024","Technology","EDP Services"
"BLDE","Blade Air Mobility Inc. Class A Common Stock","United States","2019","766473","Consumer Discretionary","Transportation Services"
"BLDEW","Blade Air Mobility Inc. Warrants","United States","2019","5128","Consumer Discretionary","Transportation Services"
"BLFS","BioLife Solutions Inc. Common Stock","United States","","820307","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"BLFY","Blue Foundry Bancorp Common Stock","United States","2021","109668","Finance","Banks"
"BLIN","Bridgeline Digital Inc. Common Stock","United States","2007","14257","Technology","Computer Software: Prepackaged Software"
"BLKB","Blackbaud Inc. Common Stock","United States","2004","229799","Technology","Computer Software: Prepackaged Software"
"BLMN","Bloomin' Brands Inc. Common Stock","United States","2012","2573750","Consumer Discretionary","Restaurants"
"BLNE","Beeline Holdings Inc. Common Stock","United States","","458616","Consumer Staples","Beverages (Production/Distribution)"
"BLNK","Blink Charging Co. Common Stock","United States","","1685128","Consumer Discretionary","Industrial Specialties"
"BLTE","Belite Bio Inc American Depositary Shares","United States","2022","21092","Health Care","Biotechnology: Pharmaceutical Preparations"
"BLUWU","Blue Water Acquisition Corp. III Unit.","United States","2025","354779","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"BLZE","Backblaze Inc. Class A Common Stock","United States","2021","398906","Technology","Computer Software: Prepackaged Software"
"BMBL","Bumble Inc. Class A Common Stock","United States","2021","2426140","Technology","Computer Software: Programming Data Processing"
"BMEA","Biomea Fusion Inc. Common Stock","United States","2021","921461","Health Care","Biotechnology: Pharmaceutical Preparations"
"BMRA","Biomerica Inc. Common Stock","United States","","59317","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
"BMRC","Bank of Marin Bancorp Common Stock","United States","","105347","Finance","Major Banks"
"BMRN","BioMarin Pharmaceutical Inc. Common Stock","United States","1999","1623371","Health Care","Biotechnology: Pharmaceutical Preparations"
"BNAI","Brand Engagement Network Inc. Common Stock","United States","2021","1277252","Technology","EDP Services"
"BNAIW","Brand Engagement Network Inc. Warrant","United States","2021","238697","Technology","EDP Services"
"BNGO","Bionano Genomics Inc. Common Stock","United States","2018","51214","Industrials","Biotechnology: Laboratory Analytical Instruments"
"BNTC","Benitec Biopharma Inc. Common Stock","United States","2015","44869","Health Care","Biotechnology: Pharmaceutical Preparations"
"BNZI","Banzai International Inc. Class A Common Stock","United States","2021","1348991","Technology","Computer Software: Prepackaged Software"
"BNZIW","Banzai International Inc. Warrant","United States","2021","110","Technology","Computer Software: Prepackaged Software"
"BOF","BranchOut Food Inc. Common Stock","United States","2023","43928","Consumer Staples","Packaged Foods"
"BOKF","BOK Financial Corporation Common Stock","United States","","241848","Finance","Major Banks"
"BOLD","Boundless Bio Inc. Common Stock","United States","2024","122095","Health Care","Biotechnology: Pharmaceutical Preparations"
"BOLT","Bolt Biotherapeutics Inc. Common Stock","United States","2021","11148","Health Care","Biotechnology: Pharmaceutical Preparations"
"BOOM","DMC Global Inc. Common Stock","United States","","280319","Industrials","Industrial Specialties"
