"METCL","Ramaco Resources Inc. 9.00% Senior Notes due 2026","United States","","1139","Energy","Coal Mining"
"METCZ","Ramaco Resources Inc. 8.375% Senior Notes due 2029","United States","","1175","Energy","Coal Mining"
"MFIC","MidCap Financial Investment Corporation Common Stock","United States","2004","585963","Finance","Finance/Investors Services"
"MFICL","MidCap Financial Investment Corporation 8.00% Notes due 2028","United States","","3332","Finance","Finance/Investors Services"
"MFIN","Medallion Financial Corp. Common Stock","United States","","35666","Finance","Finance: Consumer Services"
"MGEE","MGE Energy Inc","United States","","104049","Energy","Electric Utilities: Central"
"MGNI","Magnite Inc. Common Stock","United States","","1986969","Technology","Computer Software: Programming Data Processing"
"MGNX","MacroGenics Inc. Common Stock","United States","2013","955190","Health Care","Biotechnology: Pharmaceutical Preparations"
"MGPI","MGP Ingredients Inc.","United States","","272615","Consumer Staples","Beverages (Production/Distribution)"
"MGRC","McGrath RentCorp Common Stock","United States","1984","167116","Consumer Discretionary","Diversified Commercial Services"
"MGRM","Monogram Technologies Inc. Common Stock","United States","2023","46126","Health Care","Medical/Dental Instruments"
"MGRX","Mangoceuticals Inc. Common Stock","United States","2023","237692","Health Care","Misc Health and Biotechnology Services"
"MGTX","MeiraGTx Holdings plc Ordinary Shares","United States","2018","487084","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"MGX","Metagenomi Inc. Common Stock","United States","2024","591174","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"MGYR","Magyar Bancorp Inc. Common Stock","United States","2006","1912","Finance","Savings Institutions"
"MIDD","Middleby Corporation (The) Common Stock","United States","","791098","Industrials","Industrial Machinery/Components"
"MIND","MIND Technology Inc. Common Stock (DE)","United States","1994","210558","Industrials","Industrial Machinery/Components"
"MINM","Minim Inc. Common Stock","United States","","48663","Utilities","Telecommunications Equipment"
"MIRA","MIRA Pharmaceuticals Inc. Common Stock","United States","2023","79484","Health Care","Biotechnology: Pharmaceutical Preparations"
"MIRM","Mirum Pharmaceuticals Inc. Common Stock","United States","2019","442126","Health Care","Biotechnology: Pharmaceutical Preparations"
"MITK","Mitek Systems Inc. Common Stock","United States","","532731","Technology","Computer peripheral equipment"
"MKSI","MKS Inc. Common Stock","United States","1999","1085324","Industrials","Industrial Machinery/Components"
"MKTW","MarketWise Inc. Class A Common Stock","United States","","11943","Technology","Computer Software: Prepackaged Software"
"MKTX","MarketAxess Holdings Inc. Common Stock","United States","2004","296732","Finance","Investment Bankers/Brokers/Service"
"MKZR","MacKenzie Realty Capital Inc. Common Stock","United States","","106279","",""
"MLAB","Mesa Laboratories Inc. Common Stock","United States","","105191","Industrials","Industrial Machinery/Components"
"MLAC","Mountain Lake Acquisition Corp. Class A Ordinary Shares","United States","2025","14755","Consumer Discretionary","Auto Manufacturing"
"MLACU","Mountain Lake Acquisition Corp. Units","United States","2024","2","",""
"MLGO","MicroAlgo Inc. Ordinary Shares","United States","2021","62942137","Technology","EDP Services"
"MLKN","MillerKnoll Inc. Common Stock","United States","","418520","Consumer Discretionary","Office Equipment/Supplies/Services"
"MLTX","MoonLake Immunotherapeutics Class A Ordinary Shares","United States","2020","316293","Health Care","Biotechnology: Pharmaceutical Preparations"
"MLYS","Mineralys Therapeutics Inc. Common Stock","United States","2023","589118","Health Care","Biotechnology: Pharmaceutical Preparations"
"MMLP","Martin Midstream Partners L.P. Limited Partnership","United States","2002","9974","Energy","Oil Refining/Marketing"
"MMSI","Merit Medical Systems Inc. Common Stock","United States","","619354","Health Care","Medical/Dental Instruments"
"MNKD","MannKind Corporation Common Stock","United States","2004","1781039","Health Care","Biotechnology: Pharmaceutical Preparations"
"MNMD","Mind Medicine (MindMed) Inc. Common Shares","United States","","986457","Health Care"," Medicinal Chemicals and Botanical Products "
"MNOV","Medicinova Inc Common Stock","United States","","3017","Health Care","Biotechnology: Pharmaceutical Preparations"
"MNPR","Monopar Therapeutics Inc. Common Stock","United States","2019","42213","Health Care","Biotechnology: Pharmaceutical Preparations"
"MNRO","Monro Inc. Common Stock","United States","1991","831166","Consumer Discretionary","Automotive Aftermarket"
"MNSB","MainStreet Bancshares Inc. Common Stock","United States","","14704","Finance","Major Banks"
"MNSBP","MainStreet Bancshares Inc. Depositary Shares","United States","","12","Finance","Major Banks"
"MNST","Monster Beverage Corporation","United States","","6155885","Consumer Staples","Beverages (Production/Distribution)"
"MNTK","Montauk Renewables Inc. Common Stock","United States","2021","160620","Utilities","Natural Gas Distribution"
"MNTS","Momentus Inc. Class A Common Stock","United States","2019","350886","Industrials","Military/Government/Technical"
"MNTSW","Momentus Inc. Warrant","United States","2019","7689","Industrials","Military/Government/Technical"
"MOBX","Mobix Labs Inc. Class A Common Stock","United States","2021","233370","Technology","Semiconductors"
"MOBXW","Mobix Labs Inc Warrants","United States","2021","44905","Technology","Semiconductors"
"MODD","Modular Medical Inc. Common Stock","United States","","56655","Health Care","Medical/Dental Instruments"
"MODV","ModivCare Inc. Common Stock","United States","2003","1434155","Consumer Discretionary","Transportation Services"
"MOFG","MidWestOne Financial Gp Common Stock","United States","","173164","Finance","Major Banks"
