"GENK","GEN Restaurant Group Inc. Class A Common Stock","United States","2023","40358","Consumer Discretionary","Restaurants"
"GENVR","Gen Digital Inc. Contingent Value Rights","United States","","15168","Technology","Computer Software: Prepackaged Software"
"GEOS","Geospace Technologies Corporation Common Stock (Texas)","United States","","57618","Industrials","Industrial Machinery/Components"
"GERN","Geron Corporation Common Stock","United States","1996","7485054","Health Care","Biotechnology: Pharmaceutical Preparations"
"GEVO","Gevo Inc. Common Stock","United States","2011","5530761","Industrials","Major Chemicals"
"GFS","GlobalFoundries Inc. Ordinary Shares","United States","2021","1309004","Technology","Semiconductors"
"GH","Guardant Health Inc. Common Stock","United States","2018","1950970","Health Care","Medical Specialities"
"GIFI","Gulf Island Fabrication Inc. Common Stock","United States","1997","20874","Industrials","Metal Fabrications"
"GIFT","Giftify Inc. Common Stock","United States","","26850","Consumer Discretionary","Catalog/Specialty Distribution"
"GIG","GigCapital7 Corp. Class A Ordinary Share","United States","2024","25","Finance","Blank Checks"
"GIGGU","GigCapital7 Corp. Unit","United States","2024","784","Technology","Computer Software: Prepackaged Software"
"GIGGW","GigCapital7 Corp. Warrant","United States","2024","6","Finance","Blank Checks"
"GIII","G-III Apparel Group LTD. Common Stock","United States","1989","1217513","Consumer Discretionary","Apparel"
"GILD","Gilead Sciences Inc. Common Stock","United States","1992","8150114","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"GIPR","Generation Income Properties Inc. Common Stock","United States","","17181","Real Estate","Real Estate Investment Trusts"
"GLAD","Gladstone Capital Corporation Common Stock","United States","2001","49825","Consumer Discretionary","Textiles"
"GLADZ","Gladstone Capital Corporation 7.75% Notes due 2028","United States","","9255","",""
"GLBZ","Glen Burnie Bancorp Common Stock","United States","","63111","Finance","Major Banks"
"GLDD","Great Lakes Dredge & Dock Corporation Common Stock","United States","","354075","Industrials","Military/Government/Technical"
"GLPI","Gaming and Leisure Properties Inc. Common Stock","United States","","1008236","Real Estate","Real Estate Investment Trusts"
"GLSI","Greenwich LifeSciences Inc. Common Stock","United States","2020","23025","Health Care","Biotechnology: Pharmaceutical Preparations"
"GLUE","Monte Rosa Therapeutics Inc. Common Stock","United States","2021","380743","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"GLXY","Galaxy Digital Inc. Class A Common Stock","United States","","3139588","Finance","Investment Bankers/Brokers/Service"
"GMGI","Golden Matrix Group Inc. Common Stock","United States","","452149","Technology","Computer Software: Prepackaged Software"
"GNLN","Greenlane Holdings Inc. Class A Common Stock","United States","2019","792336414","Consumer Discretionary","Durable Goods"
"GNLX","Genelux Corporation Common Stock","United States","2023","579660","Health Care","Biotechnology: Pharmaceutical Preparations"
"GNPX","Genprex Inc. Common Stock","United States","2018","757545","Health Care","Biotechnology: Pharmaceutical Preparations"
"GNSS","Genasys Inc. Common Stock","United States","","84785","Consumer Staples","Consumer Electronics/Appliances"
"GNTX","Gentex Corporation Common Stock","United States","","1756080","Consumer Discretionary","Auto Parts:O.E.M."
"GO","Grocery Outlet Holding Corp. Common Stock","United States","2019","3220576","Consumer Staples","Food Chains"
"GOCO","GoHealth Inc. Class A Common Stock","United States","2020","35609","Finance","Specialty Insurers"
"GOGO","Gogo Inc. Common Stock","United States","2013","1175580","Consumer Discretionary","Telecommunications Equipment"
"GOOD","Gladstone Commercial Corporation Real Estate Investment Trust","United States","2003","299397","Real Estate","Real Estate"
"GOODN","Gladstone Commercial Corporation 6.625% Series E Cumulative Redeemable Preferred Stock","United States","","1181","Real Estate","Real Estate"
"GOODO","Gladstone Commercial Corporation 6.00% Series G Cumulative Redeemable Preferred Stock par value $0.001 per share","United States","","2386","Real Estate","Real Estate"
"GOOG","Alphabet Inc. Class C Capital Stock","United States","2004","20873241","Technology","Computer Software: Programming Data Processing"
"GOOGL","Alphabet Inc. Class A Common Stock","United States","2004","27663107","Technology","Computer Software: Programming Data Processing"
"GORV","Lazydays Holdings Inc. Common Stock","United States","","379812","Consumer Discretionary","Retail-Auto Dealers and Gas Stations"
"GOSS","Gossamer Bio Inc. Common Stock","United States","2019","1126516","Health Care","Biotechnology: Pharmaceutical Preparations"
"GOVX","GeoVax Labs Inc. Common Stock","United States","","210908","Health Care","Biotechnology: Pharmaceutical Preparations"
"GOVXW","GeoVax Labs Inc. Warrants","United States","","292","Health Care","Biotechnology: Pharmaceutical Preparations"
"GPAT","GP-Act III Acquisition Corp. Class A Ordinary Share","United States","2024","6750","",""
"GPATW","GP-Act III Acquisition Corp. Warrants","United States","2024","10455","",""
"GPCR","Structure Therapeutics Inc. American Depositary Shares","United States","2023","669777","Health Care","Biotechnology: Pharmaceutical Preparations"
"GPRE","Green Plains Inc. Common Stock","United States","","6423045","Industrials","Major Chemicals"
"GPRO","GoPro Inc. Class A Common Stock","United States","2014","2454370","Consumer Discretionary","Industrial Machinery/Components"
"GRAL","GRAIL Inc. Common Stock ","United States","","762993","Health Care","Medical Specialities"
"GREE","Greenidge Generation Holdings Inc. Class A Common Stock","United States","","150316","Finance","Finance: Consumer Services"
"GREEL","Greenidge Generation Holdings Inc. 8.50% Senior Notes due 2026","United States","","530","Finance","Finance: Consumer Services"
"GRI","GRI Bio Inc. Common Stock","United States","2021","113343","Health Care","Biotechnology: Pharmaceutical Preparations"
