"EGAN","eGain Corporation Common Stock","United States","1999","59920","Technology","Computer Software: Prepackaged Software"
"EGBN","Eagle Bancorp Inc. Common Stock","United States","","281660","Finance","Major Banks"
"EGHAU","EGH Acquisition Corp. Unit","United States","2025","73585","Finance","Blank Checks"
"EHTH","eHealth Inc. Common Stock","United States","2006","183098","Finance","Specialty Insurers"
"EKSO","Ekso Bionics Holdings Inc. Common Stock","United States","","27513","Industrials","Industrial Machinery/Components"
"ELAB","PMGC Holdings Inc. Common Stock","United States","2023","83795","Health Care","Biotechnology: Pharmaceutical Preparations"
"ELDN","Eledon Pharmaceuticals Inc. Common Stock","United States","2014","195497","Health Care","Biotechnology: Pharmaceutical Preparations"
"ELEV","Elevation Oncology Inc. Common stock","United States","2021","801879","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"ELSE","Electro-Sensors Inc. Common Stock","United States","","1986","Industrials","Industrial Machinery/Components"
"ELTX","Elicio Therapeutics Inc. Common Stock","United States","2021","34329","Health Care","Biotechnology: Pharmaceutical Preparations"
"ELUT","Elutia Inc. Class A Common Stock","United States","2020","10970","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"ELVN","Enliven Therapeutics Inc. Common Stock","United States","2020","3224970","Health Care","Biotechnology: Pharmaceutical Preparations"
"EMBC","Embecta Corp. Common Stock","United States","","482383","Health Care","Medical/Dental Instruments"
"EMCG","Embrace Change Acquisition Corp Ordinary Shares","United States","2022","1","Finance","Blank Checks"
"EML","Eastern Company (The) Common Stock","United States","","6186","Consumer Discretionary","Industrial Machinery/Components"
"ENPH","Enphase Energy Inc. Common Stock","United States","2012","6456416","Technology","Semiconductors"
"ENSC","Ensysce Biosciences Inc. Common Stock","United States","","46754","Health Care","Biotechnology: Pharmaceutical Preparations"
"ENSG","The Ensign Group Inc. Common Stock","United States","2007","322670","Health Care","Hospital/Nursing Management"
"ENTA","Enanta Pharmaceuticals Inc. Common Stock","United States","2013","243942","Health Care","Biotechnology: Pharmaceutical Preparations"
"ENTG","Entegris Inc. Common Stock","United States","2000","3669721","Industrials","Plastic Products"
"ENTO","Entero Therapeutics Inc. Common Stock","United States","2016","243276","Health Care","Biotechnology: Pharmaceutical Preparations"
"ENVB","Enveric Biosciences Inc. Common Stock","United States","","100804","Health Care","Biotechnology: Pharmaceutical Preparations"
"ENVX","Enovix Corporation Common Stock","United States","2021","4014430","Miscellaneous","Industrial Machinery/Components"
"EOLS","Evolus Inc. Common Stock","United States","2018","1190459","Health Care","Biotechnology: Pharmaceutical Preparations"
"EOSE","Eos Energy Enterprises Inc. Class A Common Stock","United States","","9493170","Miscellaneous","Industrial Machinery/Components"
"EOSEW","Eos Energy Enterprises Inc. Warrant","United States","","3749","Miscellaneous","Industrial Machinery/Components"
"EPSN","Epsilon Energy Ltd. Common Share","United States","","224878","Energy","Oil & Gas Production"
"EQ","Equillium Inc. Common Stock","United States","2018","1140259","Health Care","Biotechnology: Pharmaceutical Preparations"
"EQIX","Equinix Inc. Common Stock REIT","United States","2000","502461","Real Estate","Real Estate Investment Trusts"
"ERAS","Erasca Inc. Common Stock","United States","2021","1456770","Health Care","Biotechnology: Pharmaceutical Preparations"
"ERIE","Erie Indemnity Company Class A Common Stock","United States","","86423","Finance","Specialty Insurers"
"ERII","Energy Recovery Inc. Common Stock","United States","2008","354168","Technology","Industrial Machinery/Components"
"ERNA","Ernexa Therapeutics Inc. Common Stock","United States","","108371","Health Care","Biotechnology: Pharmaceutical Preparations"
"ESCA","Escalade Incorporated Common Stock","United States","","12987","Consumer Discretionary","Recreational Games/Products/Toys"
"ESHA","ESH Acquisition Corp. Class A Common Stock","United States","2023","200","Finance","Blank Checks"
"ESLA","Estrella Immunopharma Inc. Common Stock","United States","2021","18669","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"ESLAW","Estrella Immunopharma Inc. Warrant","United States","2021","14794","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"ESOA","Energy Services of America Corporation Common Stock","United States","","387993","Industrials","Water Sewer Pipeline Comm & Power Line Construction"
"ESPR","Esperion Therapeutics Inc. Common Stock","United States","2013","2150077","Health Care","Biotechnology: Pharmaceutical Preparations"
"ESQ","Esquire Financial Holdings Inc. Common Stock","United States","2017","115263","Finance","Commercial Banks"
"ESSA","ESSA Bancorp Inc. Common Stock","United States","2007","12713","Finance","Banks"
"ETNB","89bio Inc. Common Stock","United States","2019","3933749","Health Care","Biotechnology: Pharmaceutical Preparations"
"ETON","Eton Pharmaceuticals Inc. Common Stock","United States","2018","783727","Health Care","Biotechnology: Pharmaceutical Preparations"
"ETSY","Etsy Inc. Common Stock","United States","2015","10589571","Consumer Discretionary","Business Services"
"EU","enCore Energy Corp. Common Shares","United States","","2275773","Basic Materials","Other Metals and Minerals"
"EURK","Eureka Acquisition Corp Class A Ordinary Share","United States","2024","3105","",""
"EVCM","EverCommerce Inc. Common Stock","United States","2021","215755","Technology","Computer Software: Prepackaged Software"
"EVER","EverQuote Inc. Class A Common Stock","United States","2018","286544","Technology","Computer Software: Programming Data Processing"
"EVGO","EVgo Inc. Class A Common Stock","United States","","2936267","Technology","EDP Services"
"EVGOW","EVgo Inc. Warrants","United States","","21478","Technology","EDP Services"
