"BAND","Bandwidth Inc. Class A Common Stock","United States","2017","228485","Technology","Computer Software: Prepackaged Software"
"BANF","BancFirst Corporation Common Stock","United States","1993","109524","Finance","Major Banks"
"BANFP","BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities","United States","","223","Finance","Major Banks"
"BANR","Banner Corporation Common Stock","United States","","193199","Finance","Major Banks"
"BANX","ArrowMark Financial Corp. Common Stock","United States","","15992","Finance","Trusts Except Educational Religious and Charitable"
"BASE","Couchbase Inc. Common Stock","United States","2021","437216","Technology","Computer Software: Prepackaged Software"
"BATRA","Atlanta Braves Holdings Inc. Series A Common Stock","United States","","51654","Consumer Discretionary","Services-Misc. Amusement & Recreation"
"BATRK","Atlanta Braves Holdings Inc. Series C Common Stock","United States","","244550","Consumer Discretionary","Services-Misc. Amusement & Recreation"
"BAYA","Bayview Acquisition Corp Ordinary Shares","United States","2023","211","",""
"BAYAR","Bayview Acquisition Corp Right","United States","2023","5291","",""
"BBCP","Concrete Pumping Holdings Inc. Common Stock","United States","2017","151386","Consumer Discretionary","Engineering & Construction"
"BBGI","Beasley Broadcast Group Inc. Class A Common Stock","United States","2000","2805","Consumer Discretionary","Broadcasting"
"BBIO","BridgeBio Pharma Inc. Common Stock","United States","2019","2644773","Health Care","Biotechnology: Pharmaceutical Preparations"
"BBLG","Bone Biologics Corp Common Stock","United States","","36944","Health Care","Industrial Specialties"
"BBLGW","Bone Biologics Corp Warrants","United States","","19","Health Care","Industrial Specialties"
"BBNX","Beta Bionics Inc. Common Stock","United States","2025","454762","Health Care","Medical/Dental Instruments"
"BBSI","Barrett Business Services Inc. Common Stock","United States","1993","271402","Consumer Discretionary","Professional Services"
"BCAB","BioAtla Inc. Common Stock","United States","2020","197814","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"BCAL","California BanCorp Common Stock","United States","","68516","Finance","Major Banks"
"BCAX","Bicara Therapeutics Inc. Common Stock","United States","2024","443529","Health Care","Biotechnology: Pharmaceutical Preparations"
"BCBP","BCB Bancorp Inc. (NJ) Common Stock","United States","2005","145724","Finance","Savings Institutions"
"BCDA","BioCardia Inc. Common Stock","United States","","12792","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"BCG","Binah Capital Group Inc. Common Stock","United States","","15809","Finance","Finance: Consumer Services"
"BCGWW","Binah Capital Group Inc. Warrants","United States","","65371","Finance","Finance: Consumer Services"
"BCLI","Brainstorm Cell Therapeutics Inc. Common Stock","United States","","261570","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"BCML","BayCom Corp Common Stock","United States","2018","25924","Finance","Major Banks"
"BCPC","Balchem Corporation Common Stock","United States","","176698","Industrials","Major Chemicals"
"BCRX","BioCryst Pharmaceuticals Inc. Common Stock","United States","1994","2661229","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"BDSX","Biodesix Inc. Common Stock","United States","2020","746139","Health Care","Medical Specialities"
"BDTX","Black Diamond Therapeutics Inc. Common Stock","United States","2020","567767","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"BEAG","Bold Eagle Acquisition Corp. Class A Ordinary Shares","United States","2024","64123","",""
"BEAGR","Bold Eagle Acquisition Corp. Right","United States","2024","3347","",""
"BEAGU","Bold Eagle Acquisition Corp. Units","United States","2024","2055","",""
"BEAM","Beam Therapeutics Inc. Common Stock","United States","2020","1424905","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"BEAT","Heartbeam Inc. Common Stock","United States","2021","102735","Health Care","Medical/Dental Instruments"
"BEATW","Heartbeam Inc. Warrant","United States","2021","13021","Health Care","Medical/Dental Instruments"
"BEEM","Beam Global Common Stock","United States","","146427","Technology","Semiconductors"
"BEEP","Mobile Infrastructure Corporation Common Stock","United States","","22953","Finance","Blank Checks"
"BELFA","Bel Fuse Inc. Class A Common Stock","United States","","11052","",""
"BELFB","Bel Fuse Inc. Class B Common Stock","United States","","269397","",""
"BENF","Beneficient Class A Common Stock","United States","","122698","Finance","Finance: Consumer Services"
"BENFW","Beneficient Warrant","United States","","799291","Finance","Finance: Consumer Services"
"BFC","Bank First Corporation Common Stock","United States","","56174","Finance","Major Banks"
"BFIN","BankFinancial Corporation Common Stock","United States","2005","12785","Finance","Savings Institutions"
"BFRG","Bullfrog AI Holdings Inc. Common Stock","United States","2023","151305","Health Care","Biotechnology: Pharmaceutical Preparations"
"BFRGW","Bullfrog AI Holdings Inc. Warrants","United States","2023","6753","Health Care","Biotechnology: Pharmaceutical Preparations"
"BFRI","Biofrontera Inc. Common Stock","United States","2021","151599","Health Care","Biotechnology: Pharmaceutical Preparations"
"BFRIW","Biofrontera Inc. Warrants","United States","2021","4","Health Care","Biotechnology: Pharmaceutical Preparations"
"BFST","Business First Bancshares Inc. Common Stock","United States","","80979","Finance","Major Banks"
"BGC","BGC Group Inc. Class A Common Stock","United States","","1926677","Finance","Investment Bankers/Brokers/Service"
